N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice,20.463412227529027,1,6.288513600129082,15.68068087321974,414.95432438786736,9.040013385591829,6,6.191903207615072,2.7200192410222424,185.9919749922708,2,2.1033043307092605,1,97.66742866354488,3.86799401207321
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,18.19548533667535,2,9.659394559081736,5.91500978313838,423.024884017376,2.3715055511692955,1,7.624250507782482,62.71503007028074,57.9637403385222,3,10.362238021056095,3,6.8526759252996,1.049513577841978
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,19.47400022303122,3,10.173810986216726,5.6144207297556825,381.3204769233853,6.184190584365346,2,13.158529897373638,45.73350743512405,142.7926757284559,2,3.2353428707002307,2,21.146305191155516,2.208341569439201
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,10.470323050276075,3,6.112574760750782,11.560939120014613,446.1576903753747,5.191292845811836,5,19.669808340988297,13.415560327065524,162.2816929151758,3,8.469410839964864,1,42.22708139720211,4.558693861518211
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,19.71000774484648,1,10.665139917708814,16.508163220734254,415.2461742627597,8.748923931901139,2,17.747714548222874,79.52545134432043,65.14449898572833,3,44.58429975024805,3,6.113864053934615,3.606250188625616
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,17.241898182189612,2,10.912255011011943,5.994164681549803,428.6996405925293,2.601890339800027,3,14.830346646255126,82.17204057073666,161.6658188784206,3,29.801272180384583,1,47.308195054078,1.0867395612698545
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,23.532235559361865,3,8.76691037407468,8.119286466905507,401.04588920009286,8.410945628340926,1,5.545100233843027,86.37193496156841,74.7326110897238,1,6.334056913628555,1,88.2559796343018,4.937216070656682
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice,22.691620214136808,1,6.60503715579402,15.55397090533756,437.1088966025384,7.030883615149051,2,7.031841761325804,43.38731405276066,195.8162786796658,1,3.5154381351317934,3,36.92147305256569,4.652537295264811
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,10.924939769484348,1,9.8176727910344,9.747403754434998,368.0356909411808,1.8143648596860775,6,14.080812219915186,90.09073038644414,181.7079578905352,1,22.93944674847825,3,15.53085869725066,2.825826540035038
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,14.65936235062398,1,7.719460462143672,18.6770593044926,407.8865852923116,4.8469323795326815,6,8.775049596009735,98.9995425042727,130.2798842463123,2,21.9793870975708,2,10.359632793076036,3.257700872428641
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,15.672750919557645,3,10.14681184399114,9.895260931811752,423.0962709665236,6.42222247707992,3,6.765426686979041,88.5524671721141,87.01920348090971,2,5.510014012877839,3,18.33425108498282,2.243055952362575
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice,20.81748305905524,3,11.91334985819856,11.206828237810033,392.47297638412806,2.514791433556788,6,18.05209272255442,12.797245190699236,57.79366971753189,2,8.956987271527167,3,3.006486696932764,2.389991554637027
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,16.434935959029833,1,8.620858210010176,7.996159945564127,373.4682793057467,4.293714527293529,4,5.724663012476134,51.50982369776087,151.98828590293806,3,39.88277176919184,3,95.62224628259068,2.7800309771194263
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,14.83400005660129,3,7.029931524736568,14.434281252135346,420.6499543076612,1.7059432979616953,6,15.951517619057755,11.010510353792712,98.02721357338356,1,17.10798930512149,2,11.032124827970405,4.338717263699402
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,24.8121987674652,1,7.1699310899608175,7.122173780010099,409.3179306793328,2.264515487202005,6,14.054509318880132,41.56000215352197,90.25123166275117,1,4.335156741635321,3,40.45347159293695,1.179476422724584
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,10.907756040294556,2,9.518815468591033,4.538322562892398,446.2142258989603,9.711797807054229,2,12.277305467128617,98.53192199244982,126.16351024579018,3,6.659135697162805,1,41.29659021359268,3.3426584464698568
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,29.146041129266138,1,8.706770211778142,8.006397242835632,364.4324680916244,7.237875249463322,3,9.943805879583564,25.96809287969377,130.24024403885724,1,31.22242222634088,2,62.38411170401456,3.893675454174683
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,21.279364223543475,3,9.694557135285129,14.759346365481305,359.3430403515077,1.5614187930812968,3,15.134719809759044,70.62633951527407,101.3128211428695,1,10.19287102298922,3,49.9982438800276,4.331025133020088
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,16.404267961783816,1,9.506083980727048,9.96361333023617,410.9776457780935,3.7475816088492815,4,13.665584559067932,14.43284131608662,124.08871632013896,2,21.74750792119669,3,36.90025767066773,1.732768742010205
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,13.104904061824998,3,10.10608178157582,17.37441873678496,420.6999516017301,1.835565413096777,2,11.00629674217113,99.43025731792928,141.51172728195272,1,14.240641354573762,2,78.3372724368921,3.656482896888309
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,21.98743157620418,1,8.364997214765754,6.428312409954922,372.50119767131713,5.268051691122307,3,7.120670963023565,10.953229601268644,63.70842566808378,2,5.288644975579782,3,73.14725206396203,3.857388005841727
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,23.16205187173825,3,11.579201458855032,0.7639098737618966,414.9572079183464,3.5629031070467945,6,6.26214276716537,51.31985891047406,58.534785406313375,1,6.707805125271133,1,83.25806597493758,3.996544549895163
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,14.510480330649036,3,10.075854149612365,19.270908923947665,419.8428193210746,7.460449893967257,2,11.346599804821285,70.21030642246134,131.47925278847293,2,10.731507879482011,2,10.484498111926776,4.986762807502485
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,13.538539648190984,1,9.153951848687026,17.43376305411903,399.27840636225307,7.792042020666548,6,13.835956010995186,59.3651907576288,53.32331105162666,1,4.531077958351326,1,32.65593194168696,1.5620905056992695
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,14.592365270038036,3,10.994239280777904,1.789767905513986,393.2001556575748,3.9017389217755056,6,5.407176816711667,8.700531740345085,53.445356185109375,3,18.26143682277273,3,20.926994270124133,3.256415373141469
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,14.696973511495068,1,10.098612476063089,16.102923423795584,425.2990992370175,9.347480667753915,5,18.36459059319938,10.447536091915389,90.09117542879709,2,19.060004487984628,1,74.35069868011723,4.562012264508544
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,19.56912273836052,3,8.962662837776401,17.59924760989761,430.7068862283997,5.780798200037314,4,14.367410418916537,1.2100892407415187,67.82375808154919,3,7.734178463661928,2,30.76431714255285,1.1678093088284922
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice,13.825855174688847,2,9.139950658853223,13.327711148386475,366.15574674408026,3.644763752764966,1,14.745989316097557,28.636245175283012,59.54664820922447,2,49.18398007850983,3,77.93952677708141,1.8753376905284456
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice,12.798551225078883,1,8.493220515439155,14.79314574382678,361.02091567323566,1.985335032598622,4,7.303002128148399,13.445380845596954,134.0076579778979,2,42.93040374466491,3,66.24336098308976,3.4540275931594837
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,16.952351417059347,1,10.018050387435224,14.277774807927026,401.1430304659543,4.525618118415284,3,11.81226410781256,47.84099194412511,170.64946473485531,3,33.346448676639675,1,23.656292621719523,3.625787958916628
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice,15.393957784044227,3,9.361882068000092,2.648310641948524,353.1164708535708,9.107231414495246,6,17.87947383561629,66.87910668138838,60.55799294468706,1,29.336491212143034,2,23.257368366471454,1.4600224768097785
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,10.308661233612549,1,7.191549350538006,8.510774774915603,401.4504766264109,1.241607294139976,4,7.32202807288316,23.5212562553598,71.62588155356148,2,33.87827329021119,2,1.9116639478861,4.537207268683988
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,18.880685233418696,2,10.831767020718932,15.844308334520589,428.4283883385776,8.275411802198768,6,7.040859781572888,66.47197175806218,161.1511192985543,2,11.679116871575934,1,43.387930202188144,3.100221279464048
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice,23.365152996616825,2,10.630830430978955,7.055707864747114,431.437947572399,4.595950250761159,4,13.757519351796471,32.29148179612109,139.16901748610525,1,40.37082457952749,3,58.590449975548765,2.538025948530431
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,18.82594598228736,2,10.805946367333611,1.5682839911427404,426.82988928449737,2.775087902476876,5,15.476558419761076,41.72254045993387,188.18436225462816,2,6.203481960846608,3,75.91396560628976,4.2086307992241565
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice,26.46537120009733,3,9.143613979505744,14.5416924741046,392.14531137505486,9.76133822014606,2,7.14944570440716,31.222512485403364,92.15260517357126,2,4.194985620642871,2,75.06507363965994,2.9699200803837047
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice,28.479208747976088,1,9.982401859212954,16.820796568383592,352.6022202925,6.496361727723572,6,11.314347532403602,85.20503231387296,108.033406931707,2,29.125179044374285,2,52.85013703914488,3.748161739200655
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,26.958458153643253,3,11.513024035041528,13.171620444337286,405.7932062139446,8.959053347735628,6,5.511130495515904,15.560573364494925,127.8709880901036,3,49.68373215866776,2,44.23937121236209,4.465167105403804
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,12.692405256703813,1,10.107386654563172,16.370263035927152,378.88278792276606,5.711948512456132,5,14.354384400048602,30.005963650270363,177.6444672214584,1,4.970428090272394,3,79.4798521508006,4.561682533023239
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,21.74293462232248,2,8.555142534523862,12.921630582099963,387.7311859883452,3.054852950064713,2,15.385554829755966,22.17683939975881,110.18419685355283,1,27.3841084861136,3,3.7155727391854687,4.975013598385738
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,11.75158593268405,2,7.738664534793937,8.817489638097593,416.6140621933331,7.950500850109946,6,11.479111183478434,47.62393832842167,104.4842425093012,1,6.983647225825362,1,62.49022737819724,3.767585951435315
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,16.512010148068555,3,10.916537773149614,2.8412736706849477,391.0619312352157,2.625693130482998,3,7.382253533992833,81.30788103914537,98.5371975997906,3,34.22210086121554,2,48.72180390853752,4.367224224978273
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,29.615404320651862,3,6.984510379676158,2.261604010333411,442.4042944499589,1.171969895212413,5,16.56948169978149,85.82209094624453,162.12832940612995,2,36.65283920631073,3,34.56122926492523,1.552999309360061
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice,25.619096306119157,1,7.693171089062004,9.809661026988328,417.594528247409,5.675302324647516,4,18.79716620642527,20.122956874708365,198.32016072814443,3,38.47677764247125,3,91.77639502384388,2.5104863034093494
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,19.69262826236996,2,10.20137176731399,1.1079885820330926,424.7263248932942,4.292831893960805,2,17.068146137334224,62.13732416015099,82.9523141465906,1,27.78524893870808,1,65.2888596700758,3.808248085280934
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,11.875026900296128,2,9.96686366052047,1.393476353571308,359.42617040101936,1.3295956163114628,2,7.40716422874189,74.64723652678093,135.7377885014937,3,36.01261617977819,1,33.10591165125892,3.181773323564408
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,28.761611146685205,1,10.212025418448317,5.067830179901323,387.74246291258265,9.60990064731802,4,17.63028251830553,6.947564227419035,94.50164703380148,3,31.01741999333536,1,57.30462164897895,4.556014599317104
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice,16.7470551416293,1,11.322839349737604,3.009587967088847,365.87111715462606,2.3570732927293525,2,7.020516362405225,99.31161833505556,156.71569404413762,1,39.72124751888767,3,60.26723564198137,1.7535621686631453
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,12.612552024800824,1,8.168906404433727,16.111398131742526,361.3941933555856,1.400432280475421,3,8.36075029867662,5.256702169123928,192.22689965854005,2,31.935297187524963,1,75.56094196383658,4.843657322960674
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice,28.298454436135017,2,9.381699483527832,17.497149089540137,371.3671497925157,1.978030141671313,5,17.25455607177455,12.726035399916547,80.39865991915731,3,17.068090813193482,1,62.23285165297112,1.7260055689391591
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,27.219011180701177,1,5.569152367667043,17.033311807471673,405.5040918139793,6.070042779991108,5,16.185987168945253,92.529345725829,194.8462494962094,2,32.031400995774945,1,63.603897970666736,4.69763303207872
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice,17.8886838179578,2,8.449936908327008,10.593161540395338,388.47047426130456,3.940238365811812,1,5.183824357892965,79.06296965868911,197.88295846111785,1,30.201742560194123,3,79.19770372686067,3.741958327988631
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,25.94992794053368,2,11.85680927654324,6.485574932046092,415.9530824293208,3.2707015974798037,3,10.026937780528783,4.281976211538052,102.7245311499158,1,39.15509050264488,3,64.53883907891502,4.349212315669888
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice,12.50657530419173,2,10.671771298160095,4.410430124774289,396.471249525371,6.972058538748989,5,11.432461995579867,45.20504156684125,136.02909931446464,2,2.854875355888659,2,52.18373864732552,1.1669671425606056
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice,28.25910002250434,1,6.378760462518726,18.908676350006772,352.4409810980666,7.699751399011879,2,16.213774194747153,83.04973571425558,69.7809545775652,1,20.2378475395106,1,57.558778592883385,2.296473029385508
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice,13.91157577786971,1,6.990586093261763,18.1621749859216,380.0805206318279,6.6768228384878165,4,17.141311350605257,3.976145351830307,186.9294298835475,2,24.12238200946591,1,98.19485078778192,2.5650189438392497
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,10.664596611430836,3,10.30512371925064,1.9802437947808715,383.25166153387386,5.786553038348169,2,12.463467033144376,21.71469305735925,165.79366141632315,1,12.37146533845328,2,12.092905072536308,2.5105887784097
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,17.122876153973998,2,8.443883260881767,3.3772935322157904,399.3725140164827,2.710678978084017,4,14.8599732487736,89.47333635932176,163.60040788315183,3,41.68499536239421,1,1.9891436792416228,2.206593657295648
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice,16.194472911082855,1,6.42389127289027,9.298748203306834,354.79099601781576,4.388515720640965,3,7.985093996001121,33.91551511398264,184.354922400092,3,19.049281995863986,2,31.95272039870628,2.710607987097604
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,23.81684773602596,1,5.122433172035966,13.975935842613731,357.582393683782,4.551065766778282,1,7.284444179427627,88.79185465173238,118.59008039681912,3,29.93185195556929,2,48.16128032944297,2.4927184961230173
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice,27.740009084178773,2,5.42947414856075,7.130239308961157,449.1218921098511,9.14554523917223,5,7.411669392147853,69.62919254848961,125.66994046168377,3,6.845270438197776,2,90.86432426533774,3.7703017173233935
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,11.523065573544692,3,6.462053281841766,18.371658193412344,392.9445046447296,1.2835124229095598,1,10.642500799949506,69.65347817072832,130.37475284044007,3,7.711555753164584,1,8.729263909014783,1.4643518692610047
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,14.7774823617743,1,6.99683917257488,14.834502651212183,388.5297715339604,2.054593533311688,3,15.945053506781145,5.211421652847859,172.4208991438148,1,24.699916131253584,2,19.9188175750872,2.7611641386973265
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,28.968310478447773,1,10.339150689269,11.0566832088382,421.0235609131879,9.393009250160304,4,5.484538541649057,29.137157431355643,81.77991296914234,1,13.155469273392306,2,55.35620492885723,4.282289822503507
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,maize,28.15611423752392,1,10.4576601616066,14.635145836663543,418.1292073546417,8.563344115067382,1,17.403104220998536,91.2104516914188,162.70904483875375,2,15.252876265844725,2,61.72390606857003,3.795894645249465
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize,20.077735685013888,1,10.289859638018283,12.841988225487285,365.4848925326893,8.453087186021335,1,14.256065491378326,15.849372917478943,60.31843581473337,1,31.10022803850989,2,6.801556749727022,3.009500931401725
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,15.374348473394676,2,6.339511862572754,0.0957347460947244,418.97470876214027,1.0828255895455383,5,9.989453729079614,52.25777314483076,90.038070568537,2,29.017744501451453,3,77.9288728634444,4.85950927979083
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,27.03065827167512,2,6.344720978162365,16.29883251302163,409.4140461799825,5.081608308320408,3,7.358802371161817,52.054374876759866,121.56979071519592,1,11.182231203060228,2,67.65339695294185,3.565479847440921
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,26.64690297120908,3,6.945164306014915,17.66803320023015,422.2249570742907,2.367882777802868,2,8.262650457055916,55.32698827597444,135.4694481586128,1,34.88815235496136,2,44.148870019065626,1.411349381547519
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,16.916115717602835,3,9.282074793155324,5.5415496813857,427.29145013841145,7.96086524570133,3,10.351651775804458,63.23212380945598,156.83349954557946,1,10.084132267556612,1,64.89237361237468,3.855729270734928
